,full_text,Label
758,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",3
759,"Ingat Tugas Teroris
1. Sbarkan  Hoax: Teror Bom  Pengalihan isu.
2. Mengadu domba dgn brita Teror adalah Upaya Kafir mendeskriditkan Islam pic.twitter.com/S4UYgK2Gvb",3
760,Jgn jadi bengong sbb nangis psl artis Korea.. Org islam kt Palestin tu mati kne bom kaw tk nangis plk..padahal Org islam.. Muhasabah la diri tu.. Nangis sbb Org kafir buat apa..,1
761,@MafiaWasit mau banding bandingkan .... negeri ini pernah dijajah kafir dan sebagian besar non kafir yg usir mereka dari negeri ini,1
762,"RT""@gunggussurya: Drpd bunuh diri mnding kita benah diri. Yuk kita jihad ke salon untuk benah diri dgn luluran, creambath, ratus vagina dll",1
763,"Tante Jilbab Sepong Kontol Gede Mulut Sampe Gak Muat: Foto Tante Jilbab Sepong Kontol Gede, foto sex, foto pan... http://bit.ly/1RnxTCi ",3
764,"Tante Jilbab Sepong Kontol Gede Mulut Sampe Gak Muat: Foto Tante Jilbab Sepong Kontol Gede, foto sex, foto pan... http://bit.ly/1RnxTCi ",3
765,"Keren bgt seeeRT @Hanraswandy: gue knape? RT @ojaneojan Sape si yg nelfon pk unkown number tbtb ngmng ""woy ngentot"" pengen dikata apaansi?",1
766,"Foto Memek Sempit Anak SMP Gadis Perawan: Foto Memek Gadis SMP Perawan – Lagi-lagi anak smp perawan, tapi kali... http://bit.ly/1U26riv ",3
767,HAHAHA kena deh di korban editan rendi dan ferdi RT @rendotzl: RT @byandebby: udah nga tahan nih pengen cepet ngewe #eeh,3
768,"hmm, itu tetangganya RT @azmi_basyir: Hmm.. Tiang ya? RT@ikadisjaa: ganyang itu yg ada di lapangan bola RT @azmi_basyir: Cina ganyang ci ...",1
769,"cina kafir mah tetep aja begitu.
bungtomo:usir etnis cina krn brkhianat.
sultan jogja :larang etnis cina SHM krn berkhianat.
paoantui KEJII.
@WahhabiCC @ustadabujanda @yunartowijaya @emerson_yunthohttps://twitter.com/elfizal/status/869107630685409282 …",1
770,Ngabalin itu persis kayak Papua preman yg suka jaga jaga di panti pijet dan debt kolektor. Mukanya kayak Gorila sampe Neno kabur jauh2 takut di gigit. @fadlizon aja mau di terkam ama dia.,1
771,semalam nyeth kau pake pakaian serba abu2 dan bulu kakik lu lebat macam jembut wkkwkwk RT @andrechrsto: @meizeratrg ah? ktmu dmna bang?,1
772,"Mereka berdua beda satu tahun sama Keisha. 

Ini foto Keisha sama U&I pas mereka umur setahun.

Keisha nangis soalnya sedih tingginya persis sama Azka. Arka kecil banget karena masa kecilnya gak suka minum susu. Pas di kasih asi eh anunya Mama diremas-remas terus. pic.twitter.com/Abp6a2MbVV",3
773,"Haha atawa pasang foto si agam =)) @dvnkurniawan: Enya duh kafir kafir wkwk""f_letot: Usir tan ka pa ustad RT @dvnkurniawan: Ga anniv pertama",1
774,"Ada yg bilang khilafah itu utopis,sekarang utopis mana kalau yg berjanji itu Allah? | kl ngakunya umat Islam ya,harus terikat dong :)",2
775,"Wah kenapa mendiang ?""@dranggaher: Aih (╭╮) . Iaa kafir semua. :P""@ridhoalfandinst: Enak kali kalo kota medan di Bom langsung mati semua",1
776,@ulinyusron cm didoain kalau saya mah ketemu si penista agama langsung saya ceburin laut yg direklamasi ijin sembunyi2 buat tumbal reklamasi,1
777,Jilat Remas Gigit Puting Susu Cewek Hot: Jilat Remas Gigit Puting Susu Cewek Hot- Puting Susu Cewek di ... http://bit.ly/1TceFnQ  #tetek,3
778,Anjing lu ambon anjing lu Papua anjing lu arab anjing lu bogor Karna alat panas lu kulit gue hancurkulut gue JD hitam gosong,1
779,"Yg sabar om ("",) RT @Poel_: @BeritaSahih Koar2 save palestina tapi seakan ga peduli dengan sodara2 di tanah papua! GOBLOK!!! :))",1
780,"""iya,kelasnya penista agama,bs nya cm ngebacot doang yg arogan sk blg taik"""" nenek lu,oh ya sumber waras n nama d kasus E ktp apkabar?skakmat""",1
781,"eh btw ini anak gak jadijadi tidur :p RT @inaboraap: issss emang lah @tamaralyka @teddycong ini sirik kaleeee, sini aku remas tetek",3
782,"Mereka berusaha menjauhkan umat dengan ber opini bahwa khilafah hanya ""karangan HTI"".
Mereka takut tdk bisa lagi maling,tdk bisa korupsi, dan tdk bisa berkuasa jika KHILAFAH di tegakkan.Krn khilafah hanya membolehkan orang2 baik saja yg berkuasa,bukan para bandit",1
783,Ada BoM Lagi.. Orang Kafir itu maksudnya ap sih?? Kalau aku ƍªк suka sama tindakan mereka .. Aku termasuk orang Kafir dong..!!,1
784,"Termasuk remas tetek? RT @infoLengkap: Jk kmu merasa mau pingsan, segera remas benda apa sj yg ada di dekat kmu. u/ mlenturkn otot shg bs me",3
785,Pake baju yg dpake kafir zazaneti aja deng wkwkw *sama RT @BoedsKribs: Gw usir lo wkakkwka RT @Antiinter_ID: Uϑªh didepan kfc nih,1
786,O kt nya somad.orang kafir spt Ahok suka dimasukin setan.krn kafir sama sama setan..ajaran radikal anti cina kristen pantas di usir dr hongkong,1
787,"Lah kalo gua ngomong kafir di Indonesia bakal kenapa emang? Bakal di bom juga kayak yg si Surabaya? 

Ngasih contoh gak nyambung sih lu. Tengsin mas tengsin. Wkwkwkwk",1
788,"BAHAN COLI 
#sexy #bispak #birahi
#toket #puting #jilmek #seks #kontol
#bokepsemi #bokepindo #sepong #amoy
#bisyar #lonte #jablay #crot #igo #amoysange #sex
#sange #ngewe #memek #tante #ngentot #janda #panlok
#SANGE_AAAAAAAAAAHpic.twitter.com/ZrhqMvFvRo",3
789,"Masing2 merasa benar, umat lain kafir, sesat, bidah, musuh tuhan. Dan suni syiah bunuh2an, bom2an. Qaedah dg bom bunuh diri",2
790,"@muntheando fpi jg tidak pernah demo usir agama lain bang, tp ini mah ada ayat Al-Qur'an yg bahas ""pemimpin kafir,",1
791,Cuba datang perang dgn tgn kosong xpyh bom senapang..tgk lunyai tak israil laknat kafir ni kne henyak..geram betol la,1
792,@dannysyah jogja is panas. Gue udah gosong bgt nih asal lo tau aja. Orang bakal ngira gue keturunan cina-papua.,1
793,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",3
794,"Dunia ini hanya pantas untuk dipimpin oleh umat Islam, yang akan memancarkan cahaya Islam keseluruh penjuru dunia. Bersatu tegakkan khilafah",1
795,@titatyas : ya syg tngan kiri smbl remas smbl pilin2 pentil tetek km..skali2 q emut n q sedot kelentit km lbh dlem,3
796,"Senengankuu :G ""@FvckReegadio: Deb bunuh orang kafir yuk :o RT @Debycorinaaa: Efek jomblo. Homoable --> ""@RachmatThoriq:",1
797,"Sebaiknya ustad nggak usah cari alasan kpd pemerintah Hong Kong, lebih baik diputar ulang khotbah nya video di YouTube cari tahu yg mana kira2 menyinggung kafir? WNI lain nggak di usir dan bahkan bekerja sbg assisten rumah tangga?",0
798,Kalau mati sendiri ya nggak bakal dapat bidadari...Harus bunuh 'kafir'..begitu paham mereka. Ayo semua turun benahi pendidikan...mereka sudah semai ke anak2 sekolah.,1
799,"Yang mau jihad .. Sekaranglah waktunya . Bela palestina dong. Ayo ngeBom bunuh diri di israel jon!

Jangan hanya brani ngeBom di bali aja",1
800,"@memeksange692 eehmm eemm..say muka ku penuh lendir km..memek km dh merah merekah,kerasa kedut2..kontol ku pgn sodok, kocok memek km..",3
801,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",3
802,@liputan6dotcom kalo gak berani bom israel bom aja stadion final piala dunia 2014. Mereka kafir bersenang senang saat islam berduka,1
803,"Apanya yg perlu di Klarifikasi? Masalah Khilafah/Pandangan Politik UAS? Akhy, Kalo memang mengakui UAS itu orang yg alim, ahli hadist, ilmunya luas, lantas kenapa kita mempermasalahkan pandangan politik beliau? Seharusnya kita ikuti semua, tanpa harus mempermasalahkan.",1
804,"eh iyaaaaaa, dulu pas rame bantu Palestina ada orang-orang yang bandingin sama Papua. orang Indonesia miskin hati nurani emang ya. negaranya aja bagus, yang ngisi goblok -_-",1
805,Ini nih.. Orang yang Pintar Tapi Terlampau Bodoh.. Padahal jembatannya itu sederhana seperti yang di bilang.. tapi kok lhaa yo nyasarr?????? Ndesoooo..,1
806,kalau dulu galileo pernah kena usir dari gereja sebab bentangkan idea. sekarang ni ramai kena kafir sebab guna akal buat tafsiran,1
807,Maka Kepemimpinan Islam Khilafah Islamiyah harus hadir kembali ketengah-tengah ummat :D RT @ulil: Quran: Kullu hizbin bima ladaihim farihun.,1
808,Blom terdengar bgt. Slm ini rakyat Indonesia selalu geram dg malaysia.. dg bbrp ulahnya. Dg cina? Blom peernah ada demo ganyang cina https://twitter.com/heddry22guyz/status/923814639598673920 …,1
809,"punyalah kak, bulu ketek gue aja lebat apalgi jembut? haha RT @virliavie: gpp lucu aja,emg punya dek?RT @inigylangya: lah kenapa kak?",3
810,"Film prison and paradise ""meledakkan bom di tengah orang kafir itu rasanya seperti senangnya orang pacaran"". perasaan yg gimana itu? *nasib",1
811,ADUN sepet ini belajar konon berjiwa patriot. Puiii belajar pun dekat taiwan. Mmg otak & kepala mcm cina kominis. Elok ganyang jer,1
812,"REMAS tetek :D ! awwwh RT @ridokucing
  
REMPON ? RT @dioemperor: ngga di dada aja? hhe RT @ridokucing ya oke, tp duduknya ntar di sayap ya",3
813,"Ktika SD guru agama sy blg:""Haram hukumnya bg org kafir m'injakkan kaki di dlm masjid.Hrs kita usir."" Skrg coba usir obama dr istiqlal pak?",1
814,"Habis mandi.. kumpul ma teman teman.. Tetek kiri ada yg remas tangan kanan di pegang2
Pelecehan seksual ini. Kalo di indo gvv laporin perbuatan tak menyenangkan.

Also me : gendats mah gendats aja ndonggg...",3
815,Cari'in aq tante2 dong...gak di bayar juga gak apa kok...pleaseee...pengen ngrasain gimana kalo ngentot ma yg model ny kyk nunung OVJ,3
816,"Haha,nyadar jhon,ko cina aku aceh RT @Johnitomo: Kapreh merdeka, kah phon lon ganyang !! RT @oLeLGISSI: Dia bukan ... http://m.tmi.me/pLtOU ",1
817,"Ada"" aja emang rakyat indonesia masa bendera beda"" ada yg bendera aceh dan bendera papua mendingan pisah sekalian dr pada bikin malu negara",1
818,tiap hari memaki pendirian NEGARA ZIONIS dengan segala kekejamannya tapi memuja ISIS yang brutal ingin dirikan NEGARA KHILAFAH dengan alasan blablabla... bahkan diam pura2 tidak tahu bagaimana sadis & kejamnya mereka :)) #auahelap,2
819,"Aku udh dong, jagung remas susu keju :P RT @gumerz: jadi pengen jagung cup.. RT @Novisuper Random abis. Kalo sabtu... http://mtw.tl/l6zxy8a ",0
820,"noraknya warga javanesia kn cuma ketika menyangkut hasil bumi papua doang, ketika rakyatnya ditembakin, idup kek monyet dlm utan mana peduli",1
821,Dwe konco kafir ra? Pateni wae! RT @CrodhtVs_: RT Bege_McMaffia: Bunuh orang kafir itu halal! Sing do kafir ayo gelot!,1
822,MAMPUS LAU RT @Ezziiiiii: Yg ngehack jidadnya lebar ! RT @akucumii: astagaa ga dijaga kalo ngomong RT @Ezziiiiii: aduh jembut lebat nih ck,1
823,Sia A̸̸N̸̸J̸̸I̸̸N̸̸G̸̸ monyet papua RT @riodwinurhafizh: pantes weh cokor na rea dosa  RT @Myuristio Hayang pogo terus najongan hulu batur,1
824,Krna  Allah mlarang bunuh diri krna blsn bunuh diri itu neraka jd ksimpulannya yg bom bunuh diri itu kafir bukan islam krna bila islam dilrg,1
825,"jdi lo bom bunuh diri di hotel depan bsi ye RT @antobiflame  men jadiin yuk kita jihad, gmana? Gua mulai tertarik sma tawaran lu nih",1
826,"Ihh doyan sm kontol aku dde nya :p
 RT @sepong_girl: @denny18th : Ĥã:D:DĤã:DĤã:D            :DĤã:D.. Kontolnya jga",3
827,"Cebiiii bingung... Kalo kyai MA naik, nanti justru semua harus halal, gak boleh mengucapkan selamat natal, miras dimusnahkan..kalo mau pilih PAS, gengsi... Pura-pura takut khilafah :) bingung kan hahaha",1
828,"Sama RT @michaelsoekarna: *speechless* RT @waraslontong: Gw kyknya hrs cukur bulu jembut, jimat gw mulai lebat nih.. Apa gw pita-in aja ya?",3
829,"Harus di catan, Menegakan Khilafah, tdak dgn kekerasan, apalagi pemberontakan. krena Islam tdak mengajarkan kekerasan.

Menegakan khilfah dgn cara dkwah, dari rakyat sampe pnguasa.  Kita hnya berusaha, hasilnya serahkan semunya kepada Allah.",0
830,"AWEE RT @Listonoc: Jangan terlalu fokus sama modern football , ayo sewa fpi buat jihad bom bunuh diri ke kantor PSSI aja, tak jamin fpi",1
831,"@jennifersujanto *dorongkontol* uuuhhhh yank qo' memek'y sempit bgt???
yg msuk bru kpala kontol'y tuch...
ayank jg dorong donk......",3
832,Tegakan Syariah dibawah naungan Khilafah RT @Rindu_RP: Empret ni brita. Muyak sm hukum di Indo. Orang nabrak & brtanggung jwb mw dtntut 5 th,1
833,"Foto Memek Sempit Anak SMP Gadis Perawan: Foto Memek Gadis SMP Perawan – Lagi-lagi anak smp perawan, tapi kali... http://bit.ly/1U26riv ",3
834,Usir aja... Guyur air panasRT @Myudittia: Enak aja! Lg ada tamu ga diundang nih -_-RT @LuisNarest: Kafir ih RT @Myudittia: Ga terawih lagi,1
835,"Sorry, gw cuma mau ama ras latin ƪ(`˘з˘)ʃ RT @alevanicuz: Paulina ngentot yukkkkk *pengen ngefuck bottom (cont) http://tl.gd/2oe24h",3
836,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",3
837,"ahh jgn gtu yang, sariawannya gak parah kok yang ""@MasterChansung: Jangan sepong kontol gua dulu kalo gitu yang wks RT @YK_SSTRBora: sari",1
838,"Kamu ini memang ga punya otak makhlus,,,kau bilang papua makhluk pake koteka,,,kpn papua bilang ga pake koteka???dasar umat monyet",1
839,"ya itu lu, beneran tuh ?? ck ck ck RT @ameliasepty Buset dah gas RT @BagasVai udara dingin pengen ngentot RT @ameliasepty emang tau maksudny",1
840,KAU PENDIKAN TINGGI TAPI BODOH....GK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM YG DI BAYAR AHOK SADAR GK JADI MILIH AHOK GLA,1
841,"ayo ayoo bunuh org kafir malem ni :p ""@hendarali: Lelaki itu lebih kuat dari batu dan lebih kokoh drpd baja, tetapi lelaki itu lebih",1
842,kenapa cyiin? RT @congsay: jgn sukak kali remas tetek nduRT @siipandu: tetek anggik besar RT @anggikmbem: TETEK GANTUNG2 :)) RT @congsay: eh,3
843,"Axiata! If your girl can't do this, she needs to practice more #sepong #isepkontol #nyedot #titit #kontol #nyepong …pic.twitter.com/aMRkEBtkr6",3
844,"Caranya: remas tahu hingga hancur merata, dan campurkan susu bubuk vanila, aduk hingga rata. Lalu, oleskan bada seluruh tubuh. #Himacan",3
845,"Hhe,ia pay yudh ntr dapet yg gosong mu gak d papua?RT @pophay: @mutypurnama kan sukanya yg gosyong gosyong tay haha",1
846,Iya hampir semuanya yg club bandung!!RT @sonnipanitro: Juara 1 nya keparat juara 2 monyet?? Papua nya yg td nya bandung? RT @bobbybadjeber:,1
847,RT @alikhotim49 RT @alikhotim49: @JTmor Kafir dya adalah musuh islam halal darah.a pun ayo kita pasangin bom otak.a  biar gk bisa mikir bua,1
848,"Brisik lu gua sepong lu RT""@bilibilbil: Taubatlah hambaku RT @rayluthkie: Ksodok kontol RT @Betybobs: Ketawa apa ksodok penis :D RT""",1
849,"Lalu apa salahnya?
Pemenangnya bukan harus yang punya visi paling baik; tapi yang punya strategi paling baik untuk menyatukan sebanyak mungkin pihak yang berbeda2.
Kalau pendukung orba & pendukung khilafah bisa disatukan, yang salah adalah yang tidak punya strategi lebih baik. https://twitter.com/ariel_heryanto/status/952101341060411394 …",0
850,Cewek sange merapat yuk privasi aman diutamakan disurabaya dan sekitarnya #bokep #ngentot #sepong #nyepong #bokep2018 #videobokep2018 #sange #bispak #booking #ngewe #bisyar #bokepindo #videocallsex #memek #kontol #crot #brondongsurabaya #tante #jilboob,3
851,"Ada orang nyinyir bertanya, film 212 #ThePowerOfLove ada ganyang Cina nya gak?
Perasaan yg ada ganyang Cina nya film kampanye #AhokDjarot",1
852,Srius kamu mau kayak gt...aku sodok dr blakang sambil remas susu kamu trus aku jilat deh memek kamu wauuuuuuu nikmatnyaaaaaaaaa,3
853,"Mana buktinya harga bbm sebelum jaman jokowi sama dgn harga di jawa. Jalan tol memang gak ada di papua, tolol! Itu jalan TRANS PAPUA artinya jalan antar papua!!! BODOHHHHHHH SEKALI KAU MONYET",1
854,"Gk usah jauh-2 ke pasakitan..
Disni sj satu keluarga mau disuruh bom bunuh diri.
Ini fakta bukan fiksi.

Ap yg ente tabur itu yg ente tuai.
Tiap hari tabur kebencian syirik dengki dendam tipo fitnah kafir-2 an org gk karuan.
Gmna gk radikal negatif mrka.
Radikal bebas ngulek.. https://twitter.com/laok_behao/status/1017962827775016960 …",1
855,FanbaseYadong: #fy abis itu aku sepong kontol oppa yang gede Itu terus aku masukin kontol oppa di memek aku. Ahhh enak umm,3
856,"Sini aku bukain, aku kenyot2in smua badan km yaa RT @justtile: ohh sayang, toket kamu kenyel bener. kocokin + sepong kontol aku dong sayang",3
857,"temanin ines malam ini dong bang, ines sange berat, yang mau hub ines ya +62823-9111-5459 di jamin puas #bispak #janda #memek #kontol #sange",3
858,"Ke gatsu skalian kramas, klo nmu susu silakan remas.. Wkwk RT @Phunk_SS Empat kali empat enambelas, sempat tidak sempat harap dibalas",3
859,cewe sekarang kok dengan gampang aja ya ngasih harga dirinya ke cowo. sadar memek di pakek makin lebar bukan makin sempit.,3
860,"ckckckRT @bratanjing: wakaka memek lo mad, kontol lo kenapa mad? wkwkwk gajelas dah guaRT @MuhamadAl: @bratanjing lo emang kontol brat",3
861,"Bujul"" wulan mah gituh :p RT @AdninKonite: Munapekk RT""@Wulanninggg: Kafir berataan""@Dheafifah: Untung kita kda d'usir =D RT @AdninKonite",1
862,"Dlm konteks yg lebih ekstrim, ini mirip dgn org jualan bom dgn manfaatkan adanya sebagian muslim yg percaya bhw ngebom kafir itu jihad.",2
863,Dibangsa ini yg paling mendesak adalah menjaga bangsa ini dari ajaran2 radikalisme dan upaya menegakkan khilafah. Hal ini harus diwaspadai.,0
864,@jsukwon sepong kontol gua om anghh /kontol kekocok/ /kontol keluar urat/ ahhh sial /tusuk2 kontol di pipi lu/ biar makin sange om/?,3
865,"Buktinya papua nugini gak malu tuh *iya sih sebagai cewe * jangan atit ati ya ""@salsabillmonica: @alesandrapark12 tapi malu goblok!!!!!""",1
866,Ya allah kafir sekali itu manusia yg nge-bom..mudah2an manusia yg naruh bom tersebut akan diterima amal (cont) http://tl.gd/93vn71,2
867,Emang artinya apaan? RT @mangaap: Jangan salah mengartikan haha RT Fitriasucii: Ka -_- kacau RT mangaap: Udaranya jadi pengen ngewe kan -_-,1
868,"39.Karena itu dalam perjuangan menerapkan syariah dan menegakkan Khilafah pun, kaum Mukmin harus mengerahkan segala daya, kekuatan dan kemampuan mereka. | #BanggaBicaraKhilafah #KhilafahAjaranIslam",0
869,"Abda harus memahami sejarah NKRI, masalah Timor Timur, Beda dgn Khilafah. apa yg anda ragukan dgn NKRI ? penduduknya 95% Islam kok harus Khilafah  ?  Hanya masalahnya anda Korupsi sudah tdk bisa meraja lela lagi setelah pak @jokowi yg jadi Presiden. Anda kontraktor, ? Bisnesmen ?",2
870,wkwkwk pengikut felix pada kejang2 kepanasan.. kasian deh lo cuma bisa mimpi dirikan khilafah ala HTI di Indonesia..ormas dah dibubarin masih saja ngayal wkwkwk,1
871,"Saat ada orang/sekelompok orang yg salah dalam pemahaman agama.Na. tidak seharus.Na d Usir, dcap kafir, n sesat. Tapi justru dirangkul.",0
872,Foto HOT Cewek Mandi Sambil Remas Toket: Foto Cewek ABG Mandi Sambil Remas Tetek – Galeri kali ini adal... http://bit.ly/1ofEXdu  #mesum,3
873,"Burung q ad 1 yg di tumbuhin jembut lebat,kalau lihat lubang sarang burung jembut pasti ingin masuk keluar sampai lemes",3
874,"#BahagiaHakSegalaBangsa
Kafir memfitnah bahwa melakukan bom bunuh diri itu muslim.

Ini akan saya ungkapkan ke media siapa sebenarnya dalang pic.twitter.com/bBHWk7olFi",3
875,"ANSYAAD MBAI EX BNPT

1.Pengucap Kafir -Disainer Bom?
2.Aparat Hukum Di Kebiri UU
3.@Fahrihamzah &@fadlizon DPR Mana Legislasi &Kontrolnya?",1
876,"tiap hr wikenRT @elektrathegreat: Sarap! Msh weekdays otak uda wiken  RT:bermimpi iii,memang kita manusia yg pengen ngewe juga",3
877,"Koe dudu sapi perah to, susu mu di remas-remas susumu ro wong liyo koe meneng wae... *harga dirimu lho.",3
878,vikingcimahifc: 20 M di jawa sama di papua pasti beda!!knapa harus di pukul rata??jawa kbagian 6.1 trilyun papua cuma 260M...goblok se gobl…,1
879,"Mungkin Tuhan lelah :)) RT@tanpaAGAMA: Ngomong2, orang2 yang suka teriak2 ""Tegakkan Khilafah"" kok udah mulai ga kedengeran banget ya? Apa",1
880,"Kafir itu yg biasa pke ngaput ""batu"" bli?RT @JRX_SID: Gapapa kafir yg penting tidak sepilis dan bikin bom RT ... http://tmi.me/2pYZY",1
881,ayo jeng ayo banget RT @putriayuajeng Ayo kita berjihad membunuh yang kafir RT @rzlmntvny: makanya kita bunuh biar dapet pahala RT,1
882,"kontolku siap buat garukin nih, ayo sini... RT @callmefebie: Parah bgt gw. Bangun pagi memek basah bgt. Mesti ganti kolor deh.",3
883,"Bukankah janji kampanye anies & sandiaga itu akan memusuhi kafir yg halal diambil darah dan hartanya? Bukankah saat kampanye byk teriakan ""bunuh cina! ganyang cina!"". Kok malah bersahabat dgn kafir lg? Mending gabener DKI fokus dirikan negara khilafah.",2
884,"hha , jin kafir nya udah di usir yeuhh , jadi aman :DRT @TikaRachmawati: Ngomong nwn yeuh asa rariweuh yeuh hh… (cont) http://deck.ly/~TF2VH",1
885,Yg besar !! Hhha RT @linuxiz: Remas panjang ato besar? :p RT @adefirdaus: Saya suka meremas-remas !! RT @linuxiz: Memerah susu,3
886," BAHAN COLI 
#sexy #bispak #birahi #toket
#puting #jilmek #seks #kontol
#sepong #amoy #bisyar #lonte
#jablay #crot #igo #amoysange
#panlok #sange #ngewe #memek
#tante #ngentot #sex #janda #seks
#SANGE_AAAAAAAAAAHpic.twitter.com/3xW9cVXdPa",3
887,"8. dan lainnya yg dilakukan oleh sesama manusia yg harus dipenuhinya (Al-Alusi, Tafsîr al-Alûsî, VI/46). Termasuk hal ini adl akad Khilafah.",0
888,"Tp persoalannya, apa bener isu2 HTI - Dirikan Khilafah - yg ada di FUI (ada FPI di dlmnya) itu mewakili kepentingn FPI?",0
889,"@tiwfny heh kontol, jan sok pemes lu di rp, arby? nama cwok ye? dasar memek berkontol lo koar koar mau mati segala 2",3
890,"@rimanews dulu pks mau usir ahok dr dki ktnya pks mau jihad lwn kafir cina, jdnya jilat pantat,ludah sendiri pks..lol",3
891,Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar URL,1
892,"Open bo & vcs

#OPENBO #BISYAR #BISPAK #INCLUDE #ORAL #ANAL #3S #MMF #BDSM #RIMMING #CUM #CIF #BISASEMUA
#YUKSAYDIBO
#bokep #sange #ngewe #ngentot #sepong #crot #ngoconk #coli #colmek
#ml #crotdimulut #xxx #porn #kontol #memek #pantat #kentu
#jablaypic.twitter.com/pa9JP8CMOg",3
893,Lha klo susu yg diremas-remas apa namanya mbah?? RT @sudjiwotedjo: Formula itu rumus..susu formula adalah susu yg ... http://tmi.me/70jnP,3
894,"@enchantxng Timo agak malu dan senang dipanggil Mo, walaupun bisa saja itu singkatan dari monyet.



""Gue dari Papua. Jauh, ya.""",1
895,"anal lebih sensasional
#anal #tante #sange #ngewe #memek #ngentot #sex #janda #sexy #bispak #birahi #toket #puting #jilmek #sangek #seks #kontol #abg #pentil #payudara #bokep #horny #bokepsemi #bokepindo #sepong #amoy #bisyar #lonte #jablaypic.twitter.com/mf2E0ETriU",3
896,Pindah ke papua saja.. trus papua merdeka pisah dri dong.. biar dong atur dong pu suka2 di negara sendiri yg katanya Pancasila,1
897,"Mpok atik orangnya latah,suka minum jus markisah.ni acc bikin aku mau muntah,muka adminnya kayak memek basah  @PantunKeras",3
898,"Aku pengen ngentot tante2 mulai dr remas susu dan gigit puntil nya... Smpai ngentot mmk nya sampai 2 jam
085763883417",3
899,"@VaniCentil : aq peluk kamu dari belakang bebi.......aq cium leher kamu....aq remas susu kamu, elus memek kamu mmmp ssttt",3
900,"Tante Jilbab Sepong Kontol Gede Mulut Sampe Gak Muat: Foto Tante Jilbab Sepong Kontol Gede, foto sex, foto pan... http://bit.ly/1RnxTCi ",3
901,"Penyembelihan harus ini dan itu, kudu ditafsir ulang, bla bla bla.. Kek orang yg idup di negeri khilafah aja. Hehe.",2
902,"Cina boleh lari ke China, India boleh lari ke India...Melayu nk lari mana?? Indon?? soryy..dorg dari dulu duk ganyang Malaysia. jgn hrp!",1
903,Kalo ketemu saya bukan sy tanya soal usir mengusir. Sy hnya mau di dakwahi soal ucapan slmt hari ibu kalo itu kafir. Dan kalo gk masuk nalar sehat saya mau tak ajak ngopi tak balang srandal lambene. Sbb dia telah menghina saya dn ibu saya scara gk langsung.,0
904,@Soniindrayana baca hadits jga bahwa suatu saat nnti akan ada khilafah lg yg itu harus d perjuangkan oleh kita..sblm kiamat,0
905,"temanin ines malam ini dong bang, ines sange berat, yang mau hub ines ya +62823-9111-5459 di jamin puas #bispak #janda #memek #kontol #sange",3
906,"Mrk itu ndompleng isu. Makanya mrk yg gak setuju khilafah, jgn bikin syarat Gub spt syarat khilafah yg harus muslim. Ini Gub di NKRI! https://twitter.com/sanmungid/status/784566587156209664 …",1
907,"Katanya, debt collector punya muke galak, badan kekar, dateng rame"". Gue jadi pengen liat. Kok ga boleh ya? Apa sejenis gorila papua?",1
908,"Emangnya sudah bubar ya NKRI??

Ke papua aja yang sekarang yang mau pisah dari NKRI tu



Pengajian dibubarkan, gereja dijaga, dangdutan hobinya, penista agama dibela, sesama muslim keras sama kafir lembut  jadi gagal paham",1
909,"Mau tetek ku gak?  Sini kecup tetek ku, remas remas terus ahhh RT @CSange: Hai juga:* RT @NellaHihi: @CSange hai.....""",3
910,"Selamat malam say, ada yang minat Vcs ? Yuk dm atau mention aku yuk mumpung free nih 
#kontol #ngaceng #memek #memekbasah #memeksempit #toketgede #toket #ngentot #sange #horny #cumshot #kontoljogja #memekjogja #bojogja #sangejogja #hornyjogja #toketjogja #bokep #vcswhatsapp",3
911,"Yang mau dipusain ,dicoliin,diisapin,atau ml ...lansung add id line (@calvinaruan01)  atau DM aja  #gaymedan #medangay #gay #sepong #kontol",3
912,"Atlas dan tv ,lo yg goblok dua  kali lipat  dari yg gw bayangin,belagu pula soq pake bahasa papua die pikir gw kaga ngarti #tolol2",1
913,":D RT @ribosa: Katanya, di bawah Khilafah kehidupan para Dhimmi akan dijamin, tapi sebelumnya satu persatu harus diledakkan dahulu. #ngok",1
914,"""Sapa Yg bilang Ahok anti korupsi!?, klo grombolannyA NGOMONG gtu wajar, AHOK ITU MAFIA KORUPTOR SANG PENISTA AGAMA YG DILINDUNGI ISTANA PKI""",1
915,@Ruby_fatih nah berarti ente yg harus belajar lg. Jgn bilang organisasi khilafah ente belum menelisiknya akhi. pantes niat bgt. Blon tahu.,1
916,memilih istri/suami adl bagian dr amal menuju terwujudnya khilafah islamiyah oleh karena itu prosesnya harus dgn jalan yg benar dan beretika,0
